tourney_id,tourney_name,surface,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_name,winner_hand,winner_ht,winner_age,winner_rank,loser_id,loser_name,loser_hand,loser_ht,loser_age,loser_rank,best_of,round,minutes,w_ace,w_1stWon,w_2ndWon,l_1stWon,l_2ndWon
2017-580,Australian Open,Hard,G,20170116,148,106233,8,Dominic Thiem,R,,23.37029432,8,105526,Jan Lennard Struff,R,,26.72963723,58,5,R128,174,12,52,30,59,26
2017-580,Australian Open,Hard,G,20170116,149,111442,,Jordan Thompson,R,,22.74332649,76,105311,Joao Sousa,R,,27.80013689,37,5,R128,201,23,71,26,49,31
2017-580,Australian Open,Hard,G,20170116,150,105332,,Benoit Paire,R,196,27.69336071,47,103163,Tommy Haas,R,188,38.78986995,,5,R128,97,22,35,16,25,24
2017-580,Australian Open,Hard,G,20170116,151,104926,,Fabio Fognini,R,178,29.65092402,48,103852,Feliciano Lopez,L,188,35.32375086,29,5,R128,123,5,38,23,48,24
2017-580,Australian Open,Hard,G,20170116,152,103333,20,Ivo Karlovic,R,208,37.88364134,21,104547,Horacio Zeballos,L,188,31.72347707,68,5,R128,314,75,127,44,125,49
2017-580,Australian Open,Hard,G,20170116,153,106225,,Andrew Whittington,R,,23.43326489,194,106361,Adam Pavlasek,R,,22.275154,86,5,R128,145,12,49,26,47,16
2017-580,Australian Open,Hard,G,20170116,222,104745,9,Rafael Nadal,L,185,30.62286105,9,105683,Milos Raonic,R,196,26.05612594,3,5,QF,164,4,63,15,48,20
2017-580,Australian Open,Hard,G,20170116,223,105777,15,Grigor Dimitrov,R,188,25.67282683,15,105676,David Goffin,R,163,26.11088296,11,5,QF,132,8,46,15,30,19
2017-580,Australian Open,Hard,G,20170116,224,103819,17,Roger Federer,R,185,35.44147844,17,104527,Stanislas Wawrinka,R,183,31.80561259,4,5,SF,184,11,62,33,56,32
2017-580,Australian Open,Hard,G,20170116,225,104745,9,Rafael Nadal,L,185,30.62286105,9,105777,Grigor Dimitrov,R,188,25.67282683,15,5,SF,296,8,93,27,87,28
2017-580,Australian Open,Hard,G,20170116,226,103819,17,Roger Federer,R,185,35.44147844,17,104745,Rafael Nadal,L,185,30.62286105,9,5,F,217,20,65,26,69,23
2017-M-DC-2017-G1-AM-M-DOM-CHI-01,Davis Cup G1 R1: DOM vs CHI,Hard,D,20170203,1,111797,,Nicolas Jarry,R,,21.30595483,312,105497,Jose Hernandez,U,,26.88569473,263,3,RR,107,10,39,21,28,16
2017-M-DC-2017-G1-AM-M-DOM-CHI-01,Davis Cup G1 R1: DOM vs CHI,Hard,D,20170203,2,106426,,Christian Garin,R,,20.67077344,189,106232,Roberto Cid,R,,23.41957563,507,5,RR,163,6,43,23,38,21
2017-M-DC-2017-G1-AM-M-DOM-CHI-01,Davis Cup G1 R1: DOM vs CHI,Hard,D,20170203,4,144642,,Marcelo Tomas Barrios Vera,U,,19.14031485,454,144773,Jose Olivares,,,20.06023272,722,3,RR,105,2,40,19,42,17
2017-M-DC-2017-G1-AM-M-DOM-CHI-01,Davis Cup G1 R1: DOM vs CHI,Hard,D,20170203,5,111797,,Nicolas Jarry,R,,21.30595483,312,200572,Nick Hardt,U,,16.3613963,1772,3,RR,,8,23,12,16,12
2017-M-DC-2017-G1-AM-M-PER-ECU-01,Davis Cup G1 R1: PER vs ECU,Clay,D,20170203,1,105877,,Emilio Gomez,R,,25.17453799,293,122669,Juan Pablo Varillas Patino Samudio,R,,21.31964408,633,5,RR,214,13,68,28,54,33
2017-M-DC-2017-G1-AM-M-PER-ECU-01,Davis Cup G1 R1: PER vs ECU,Clay,D,20170203,2,105933,,Roberto Quiroz,L,,24.93634497,289,105273,Mauricio Echazu,R,,28.02464066,844,5,RR,164,11,49,26,53,11
2017-M-DC-2017-G1-AM-M-PER-ECU-01,Davis Cup G1 R1: PER vs ECU,Clay,D,20170203,4,105933,,Roberto Quiroz,L,,24.93634497,289,122669,Juan Pablo Varillas Patino Samudio,R,,21.31964408,633,3,RR,90,6,34,16,34,19
2017-M-DC-2017-G1-AM-M-PER-ECU-01,Davis Cup G1 R1: PER vs ECU,Clay,D,20170203,5,105271,,Gonzalo Escobar,L,,28.02737851,508,122635,Alexander Merino,L,,24.41615332,1340,3,RR,46,2,20,12,14,6
2017-M-DC-2017-G1-AO-M-NZL-IND-01,Davis Cup G1 R1: NZL vs IND,Hard,D,20170203,1,106026,,Yuki Bhambri,R,183,24.57494867,368,110686,Finn Tearney,R,,26.34360027,414,5,RR,,5,37,14,32,22
2017-M-DC-2017-G1-AO-M-NZL-IND-01,Davis Cup G1 R1: NZL vs IND,Hard,D,20170203,2,106368,,Ramkumar Ramanathan,R,,22.22861054,276,104907,Jose Rubin Statham,R,183,29.76865161,417,5,RR,112,15,37,23,37,15
2017-M-DC-2017-G1-AO-M-NZL-IND-01,Davis Cup G1 R1: NZL vs IND,Hard,D,20170203,4,106368,,Ramkumar Ramanathan,R,,22.22861054,276,110686,Finn Tearney,R,,26.34360027,414,5,RR,,,,,,
2017-M-DC-2017-G1-AO-M-NZL-IND-01,Davis Cup G1 R1: NZL vs IND,Hard,D,20170203,5,106026,,Yuki Bhambri,R,183,24.57494867,368,104907,Jose Rubin Statham,R,183,29.76865161,417,3,RR,,,,,,
2017-M-DC-2017-G1-AO-M-UZB-KOR-01,Davis Cup G1 R1: UZB vs KOR,Hard,D,20170203,1,111202,,Hyeon Chung,R,,20.7008898,73,122109,Sanjar Fayziev,U,,22.50787132,367,5,RR,208,15,80,21,67,32
2017-M-DC-2017-G1-AO-M-UZB-KOR-01,Davis Cup G1 R1: UZB vs KOR,Hard,D,20170203,2,104797,,Denis Istomin,R,188,30.39835729,80,117353,Duck Hee Lee,R,,18.67488022,139,5,RR,165,17,59,28,49,32
2017-M-DC-2017-G1-AO-M-UZB-KOR-01,Davis Cup G1 R1: UZB vs KOR,Hard,D,20170203,4,104797,,Denis Istomin,R,188,30.39835729,80,126952,Soon Woo Kwon,R,,19.16221766,308,5,RR,196,11,67,30,61,33
2017-M-DC-2017-G1-EPA-M-ISR-POR-01,Davis Cup G1 R1: ISR vs POR,Clay,D,20170203,1,105311,,Joao Sousa,R,,27.8384668,41,200075,Yshai Oliel,L,,17.07049966,928,5,RR,88,4,34,10,17,12
2017-M-DC-2017-G1-EPA-M-ISR-POR-01,Davis Cup G1 R1: ISR vs POR,Clay,D,20170203,2,105671,,Gastao Elias,R,178,26.18480493,76,104534,Dudi Sela,R,175,31.82477755,75,5,RR,146,3,38,25,48,14
2017-M-DC-2017-G1-EPA-M-ISR-POR-01,Davis Cup G1 R1: ISR vs POR,Clay,D,20170203,4,106393,,Frederico Ferreira Silva,L,,21.87268994,363,131951,Daniel Cukierman,U,,21.5633128,528,3,RR,57,3,17,13,15,5
2017-M-DC-2017-G1-EPA-M-ISR-POR-01,Davis Cup G1 R1: ISR vs POR,Clay,D,20170203,5,105155,,Pedro Sousa,R,180,28.678987,192,200075,Yshai Oliel,L,,17.07049966,928,3,RR,44,1,23,4,14,1
2017-M-DC-2017-G1-EPA-M-POL-BIH-01,Davis Cup G1 R1: POL vs BIH,Hard,D,20170203,1,105806,,Mirza Basic,R,,25.55509925,212,111794,Kamil Majchrzak,R,,21.04859685,259,3,RR,88,3,26,17,25,12
2017-M-DC-2017-G1-EPA-M-POL-BIH-01,Davis Cup G1 R1: POL vs BIH,Hard,D,20170203,2,106000,,Damir Dzumhur,R,172,24.69815195,82,128034,Hubert Hurkacz,R,,19.96714579,379,5,RR,134,4,45,27,39,16
2017-M-DC-2017-G1-EPA-M-POL-BIH-01,Davis Cup G1 R1: POL vs BIH,Hard,D,20170203,4,106000,,Damir Dzumhur,R,172,24.69815195,82,111794,Kamil Majchrzak,R,,21.04859685,259,3,RR,,,,,,
2017-M-DC-2017-G2-EPA-M-SWE-TUN-01,Davis Cup G2 R1: SWE vs TUN,Hard,D,20170203,1,104291,,Malek Jaziri,R,185,33.0294319,51,106035,Isak Arvidsson,R,,24.48459959,569,5,RR,128,4,35,20,30,23
2017-M-DC-2017-G2-EPA-M-SWE-TUN-01,Davis Cup G2 R1: SWE vs TUN,Hard,D,20170203,2,105113,,Patrik Rosenholm,R,,28.90622861,531,202212,Mohamed Aziz Dougaz,L,,19.84941821,,5,RR,220,3,75,34,77,34
2017-M-DC-2017-G2-EPA-M-SWE-TUN-01,Davis Cup G2 R1: SWE vs TUN,Hard,D,20170203,4,104291,,Malek Jaziri,R,185,33.0294319,51,105113,Patrik Rosenholm,R,,28.90622861,531,5,RR,124,6,32,27,32,19
2017-M-DC-2017-G2-EPA-M-SWE-TUN-01,Davis Cup G2 R1: SWE vs TUN,Hard,D,20170203,5,106035,,Isak Arvidsson,R,,24.48459959,569,202212,Mohamed Aziz Dougaz,L,,19.84941821,,5,RR,251,11,62,36,67,29
2017-M-DC-2017-G2-EPA-M-TUR-CYP-01,Davis Cup G2 R1: TUR vs CYP,Hard,D,20170203,1,117356,,Cem Ilkel,R,,21.44558522,354,117365,Petros Chrysochos,R,,20.81314168,1365,5,RR,201,8,63,32,57,34
2017-M-DC-2017-G2-EPA-M-TUR-CYP-01,Davis Cup G2 R1: TUR vs CYP,Hard,D,20170203,2,104947,,Marsel Ilhan,R,190,29.63997262,238,144949,Menelaos Efstathiou,U,,17.91649555,1505,5,RR,213,10,70,28,76,26
2017-M-DC-2017-G2-EPA-M-TUR-CYP-01,Davis Cup G2 R1: TUR vs CYP,Hard,D,20170203,4,104947,,Marsel Ilhan,R,190,29.63997262,238,117365,Petros Chrysochos,R,,20.81314168,1365,5,RR,181,14,61,26,58,21
2017-M-DC-2017-G2-EPA-M-TUR-CYP-01,Davis Cup G2 R1: TUR vs CYP,Hard,D,20170203,5,123795,,Altug Celikbilek,U,,20.39698836,532,123315,Nicholas Campbell,U,,46.03696099,,3,RR,71,8,27,17,20,20
2017-M-DC-2017-WG-M-ARG-ITA-01,Davis Cup WG R1: ARG vs ITA,Clay,D,20170203,1,103893,,Paolo Lorenzi,R,183,35.1266256,43,105550,Guido Pella,L,,26.70773443,84,3,RR,145,7,37,25,37,12
2017-M-DC-2017-WG-M-ARG-ITA-01,Davis Cup WG R1: ARG vs ITA,Clay,D,20170203,2,104312,,Andreas Seppi,R,190,32.94182067,68,104122,Carlos Berlocq,R,183,33.99041752,81,5,RR,178,8,46,27,40,22
2017-M-DC-2017-WG-M-ARG-ITA-01,Davis Cup WG R1: ARG vs ITA,Clay,D,20170203,4,104122,,Carlos Berlocq,R,183,33.99041752,81,103893,Paolo Lorenzi,R,183,35.1266256,43,5,RR,254,4,60,31,63,24
2017-M-DC-2017-WG-M-ARG-ITA-01,Davis Cup WG R1: ARG vs ITA,Clay,D,20170203,5,104926,,Fabio Fognini,R,178,29.68925394,48,105550,Guido Pella,L,,26.70773443,84,5,RR,255,8,68,31,70,30
2017-M-DC-2017-WG-M-BEL-GER-01,Davis Cup WG R1: BEL vs GER,Hard,D,20170203,1,104327,,Steve Darcis,R,178,32.8843258,58,104259,Philipp Kohlschreiber,R,178,33.29226557,29,5,RR,233,4,71,32,82,24
2017-M-DC-2017-WG-M-BEL-GER-01,Davis Cup WG R1: BEL vs GER,Hard,D,20170203,2,100644,,Alexander Zverev,R,,19.78097194,22,105963,Arthur De Greef,R,,24.84599589,143,5,RR,103,17,39,24,39,15
2017-M-DC-2017-WG-M-BEL-GER-01,Davis Cup WG R1: BEL vs GER,Hard,D,20170203,4,104327,,Steve Darcis,R,178,32.8843258,58,100644,Alexander Zverev,R,,19.78097194,22,5,RR,182,7,52,33,58,24
2017-M-DC-2017-WG-M-BEL-GER-01,Davis Cup WG R1: BEL vs GER,Hard,D,20170203,5,105074,,Ruben Bemelmans,L,,29.045859,141,104999,Mischa Zverev,L,190,29.44284736,35,3,RR,50,9,28,9,25,5
2017-M-DC-2017-WG-M-CAN-GBR-01,Davis Cup WG R1: CAN vs GBR,Hard,D,20170203,1,105554,,Daniel Evans,R,175,26.69130732,45,133430,Denis Shapovalov,L,,17.79603012,234,3,RR,110,3,48,15,31,21
2017-M-DC-2017-WG-M-CAN-GBR-01,Davis Cup WG R1: CAN vs GBR,Hard,D,20170203,2,105577,,Vasek Pospisil,R,193,26.60643395,133,106378,Kyle Edmund,R,,22.06160164,47,5,RR,128,19,44,29,33,25
2017-M-DC-2017-WG-M-CAN-GBR-01,Davis Cup WG R1: CAN vs GBR,Hard,D,20170203,4,105577,,Vasek Pospisil,R,193,26.60643395,133,105554,Daniel Evans,R,175,26.69130732,45,5,RR,203,25,72,24,67,25
2017-M-DC-2017-WG-M-CAN-GBR-01,Davis Cup WG R1: CAN vs GBR,Hard,D,20170203,5,106378,,Kyle Edmund,R,,22.06160164,47,133430,Denis Shapovalov,L,,17.79603012,234,3,RR,78,8,25,21,21,17
2017-M-DC-2017-WG-M-CZE-AUS-01,Davis Cup WG R1: CZE vs AUS,Hard,D,20170203,1,111442,,Jordan Thompson,R,,22.7816564,65,106210,Jiri Vesely,L,,23.55920602,54,5,RR,126,6,35,21,40,11
2017-M-DC-2017-WG-M-CZE-AUS-01,Davis Cup WG R1: CZE vs AUS,Hard,D,20170203,2,106401,,Nick Kyrgios,R,,21.76317591,15,105596,Jan Satral,R,,26.52156057,157,5,RR,95,21,39,19,31,15
2017-M-DC-2017-WG-M-CZE-AUS-01,Davis Cup WG R1: CZE vs AUS,Hard,D,20170203,4,106210,,Jiri Vesely,L,,23.55920602,54,105032,Samuel Groth,R,,29.28405202,182,3,RR,107,9,45,16,36,20
2017-M-DC-2017-WG-M-JPN-FRA-01,Davis Cup WG R1: JPN vs FRA,Hard,D,20170203,1,104755,,Richard Gasquet,R,185,30.6201232,18,106121,Taro Daniel,R,,24.00821355,114,3,RR,122,7,27,17,34,19
2017-M-DC-2017-WG-M-JPN-FRA-01,Davis Cup WG R1: JPN vs FRA,Hard,D,20170203,2,104468,,Gilles Simon,R,183,32.09308693,24,106415,Yoshihito Nishioka,L,,21.34428474,85,3,RR,119,4,27,23,28,15
2017-M-DC-2017-WG-M-JPN-FRA-01,Davis Cup WG R1: JPN vs FRA,Hard,D,20170203,4,103917,,Nicolas Mahut,R,190,35.02532512,42,106415,Yoshihito Nishioka,L,,21.34428474,85,3,RR,33,3,15,5,9,3
2017-M-DC-2017-WG-M-JPN-FRA-01,Davis Cup WG R1: JPN vs FRA,Hard,D,20170203,5,106034,,Yasutaka Uchiyama,R,,24.48733744,230,105732,Pierre Hugues Herbert,R,,25.87268994,101,3,RR,60,5,25,15,23,12
2017-M-DC-2017-WG-M-RUS-SRB-01,Davis Cup WG R1: RUS vs SRB,Hard,D,20170203,1,104678,,Viktor Troicki,R,193,30.9705681,37,111575,Karen Khachanov,R,,20.6954141,52,5,RR,270,11,86,27,89,37
2017-M-DC-2017-WG-M-RUS-SRB-01,Davis Cup WG R1: RUS vs SRB,Hard,D,20170203,2,104925,,Novak Djokovic,R,188,29.69472964,2,106421,Daniil Medvedev,R,,20.96919918,63,3,RR,136,4,42,16,29,20
2017-M-DC-2017-WG-M-RUS-SRB-01,Davis Cup WG R1: RUS vs SRB,Hard,D,20170203,5,106421,,Daniil Medvedev,R,,20.96919918,63,102800,Nenad Zimonjic,R,190,40.65708419,,3,RR,,,,,,
2017-M-DC-2017-WG-M-SUI-USA-01,Davis Cup WG R1: SUI vs USA,Hard,D,20170203,1,106058,,Jack Sock,R,185,24.3504449,20,103843,Marco Chiudinelli,R,185,35.38945927,146,5,RR,118,12,37,22,38,9
2017-M-DC-2017-WG-M-SUI-USA-01,Davis Cup WG R1: SUI vs USA,Hard,D,20170203,2,104545,,John Isner,R,206,31.76454483,23,105967,Henri Laaksonen,R,,24.83504449,127,5,RR,164,28,68,25,53,17
2017-M-DC-2017-WG-M-SUI-USA-01,Davis Cup WG R1: SUI vs USA,Hard,D,20170203,4,105023,,Sam Querrey,R,198,29.31690623,27,104847,Adrien Bossel,L,,30.091718,485,3,RR,73,16,31,14,30,14
2017-M-DC-2017-WG-M-SUI-USA-01,Davis Cup WG R1: SUI vs USA,Hard,D,20170203,5,105449,,Steve Johnson,R,188,27.10198494,31,134472,Antoine Bellier,U,,20.28473648,598,3,RR,60,5,26,9,15,15
